Brand,Year of Manufacture,Condition,Mileage,Engine Size,Fuel,Transmission,Price
TOYOTA,2011,Nigerian Used,235681,3500,Petrol,Automatic,"?8,528,000.00"
TOYOTA,2012,Foreign Used,125026,3500,Petrol,Automatic,"?8,715,000.00"
TOYOTA,2011,Foreign Used,244495,3500,Petrol,Automatic,"?6,090,000.00"
MERCEDES-BENZ,2020,Foreign Used,20106,2000,Petrol,Automatic,"?58,800,000.00"
TOYOTA,2015,Foreign Used,354563,2400,Petrol,Manual,"?15,750,000.00"
TOYOTA,2014,Nigerian Used,129798,3000,Petrol,Automatic,"?4,784,000.00"
TOYOTA,2010,Nigerian Used,161209,2700,Petrol,Automatic,"?5,408,000.00"
MERCEDES-BENZ,2011,Nigerian Used,73624,3500,Petrol,Automatic,"?5,250,000.00"
LEXUS,2003,Foreign Used,239713,4700,Petrol,Automatic,"?5,565,000.00"
MERCEDES-BENZ,2008,Nigerian Used,1305,3500,Petrol,Automatic,"?3,432,000.00"
LEXUS,2004,Nigerian Used,366454,3300,Petrol,Automatic,"?3,432,000.00"
LEXUS,2008,Nigerian Used,243860,3500,Petrol,Automatic,"?3,045,000.00"
TOYOTA,2012,Foreign Used,373365,2500,Petrol,Automatic,"?4,725,000.00"
MERCEDES-BENZ,2009,Nigerian Used,175241,3500,Petrol,Automatic,"?3,675,000.00"
MERCEDES-BENZ,2010,Nigerian Used,191748,3600,Petrol,Automatic,"?4,160,000.00"
TOYOTA,2019,Brand New,10427,24,Petrol,Automatic,"?30,450,000.00"
TOYOTA,2014,Foreign Used,104291,2400,Petrol,Automatic,"?5,720,000.00"
TOYOTA,2011,Foreign Used,160336,3500,Petrol,Automatic,"?6,240,000.00"
TOYOTA,2012,Nigerian Used,76334,3500,Petrol,Automatic,"?5,565,000.00"
RENAULT,2005,Nigerian Used,60207,2000,Petrol,Automatic,"?3,675,000.00"
LEXUS,2007,Foreign Used,131510,3500,Petrol,Automatic,"?4,680,000.00"
TOYOTA,2008,Nigerian Used,113236,3500,Petrol,Automatic,"?3,885,000.00"
TOYOTA,2005,Foreign Used,354671,3300,Petrol,Automatic,"?3,780,000.00"
TOYOTA,2010,Foreign Used,144121,2000,Petrol,Automatic,"?12,600,000.00"
TOYOTA,2007,Foreign Used,154843,3500,Petrol,Automatic,"?3,255,000.00"
LEXUS,2007,Foreign Used,377520,4600,Petrol,Automatic,"?4,200,000.00"
TOYOTA,2008,Nigerian Used,198747,30,Petrol,Automatic,"?4,200,000.00"
MERCEDES-BENZ,2008,Nigerian Used,1305,3500,Petrol,Automatic,"?3,432,000.00"
TOYOTA,2016,Foreign Used,16548,2500,Petrol,Automatic,"?12,480,000.00"
TOYOTA,2014,Foreign Used,119965,2500,Petrol,Automatic,"?4,410,000.00"
LEXUS,2010,Foreign Used,188896,3500,Petrol,Manual,"?5,775,000.00"
LEXUS,2007,Foreign Used,148888,3500,Petrol,Automatic,"?4,680,000.00"
LEXUS,2009,Nigerian Used,285775,3500,Petrol,Automatic,"?3,150,000.00"
LEXUS,2008,Nigerian Used,243860,3500,Petrol,Automatic,"?3,045,000.00"
TOYOTA,2011,Foreign Used,161948,2500,Petrol,Automatic,"?3,990,000.00"
TOYOTA,2015,Foreign Used,154559,3500,Petrol,Automatic,"?6,825,000.00"
MERCEDES-BENZ,2009,Foreign Used,95356,3000,Petrol,Automatic,"?7,350,000.00"
TOYOTA,2018,Foreign Used,86061,35,Petrol,Automatic,"?23,920,000.00"
TOYOTA,2010,Nigerian Used,146899,35,Petrol,Automatic,"?5,200,000.00"
LEXUS,2008,Foreign Used,169463,3500,Petrol,Automatic,"?4,410,000.00"
TOYOTA,2009,Nigerian Used,225960,2700,Petrol,Automatic,"?6,552,000.00"
TOYOTA,2012,Foreign Used,143428,2500,Petrol,Automatic,"?5,720,000.00"
TOYOTA,2008,Nigerian Used,259700,35,Petrol,Automatic,"?5,200,000.00"
MERCEDES-BENZ,2020,Foreign Used,20106,2000,Petrol,Automatic,"?58,800,000.00"
TOYOTA,2011,Nigerian Used,80973,35,Petrol,Automatic,"?7,280,000.00"
MERCEDES-BENZ,2008,Nigerian Used,89833,5500,Petrol,Automatic,"?4,200,000.00"
TOYOTA,2011,Nigerian Used,215641,2500,Petrol,Automatic,"?5,250,000.00"
LAND ROVER,2007,Nigerian Used,216498,4700,Petrol,Automatic,"?3,150,000.00"
TOYOTA,2012,Nigerian Used,284635,2700,Petrol,Automatic,"?5,720,000.00"
MERCEDES-BENZ,2015,Foreign Used,38636,4700,Petrol,Automatic,"?19,760,000.00"
TOYOTA,2011,Foreign Used,20473,3500,Petrol,Automatic,"?10,400,000.00"
LEXUS,2004,Foreign Used,272206,4700,Petrol,Automatic,"?11,440,000.00"
MERCEDES-BENZ,2010,Nigerian Used,191748,3600,Petrol,Automatic,"?4,160,000.00"
TOYOTA,2011,Nigerian Used,92016,3500,Petrol,Automatic,"?5,880,000.00"
LEXUS,2009,Foreign Used,95321,3500,Petrol,Automatic,"?6,448,000.00"
LEXUS,2013,Foreign Used,139005,3400,Petrol,Automatic,"?12,075,000.00"
TOYOTA,2011,Foreign Used,217124,2700,Petrol,Automatic,"?6,760,000.00"
LEXUS,2005,Nigerian Used,109691,3300,Petrol,Automatic,"?3,360,000.00"
LEXUS,2014,Foreign Used,68276,3500,Petrol,Automatic,"?15,600,000.00"
MERCEDES-BENZ,2010,Foreign Used,142261,3500,Petrol,Automatic,"?8,840,000.00"
MERCEDES-BENZ,2013,Foreign Used,104536,3500,Petrol,Automatic,"?14,352,000.00"
LEXUS,2017,Foreign Used,68077,3500,Petrol,Automatic,"?26,000,000.00"
MERCEDES-BENZ,2009,Nigerian Used,323392,3500,Petrol,Automatic,"?3,150,000.00"
MERCEDES-BENZ,2013,Foreign Used,76441,2700,Petrol,Automatic,"?5,775,000.00"
GMC,2013,Nigerian Used,178268,35000,Petrol,Automatic,"?4,788,000.00"
LEXUS,2008,Foreign Used,169463,3500,Petrol,Automatic,"?4,410,000.00"
TOYOTA,2009,Nigerian Used,89921,2700,Petrol,Automatic,"?14,560,000.00"
TOYOTA,2012,Foreign Used,279555,2500,Petrol,Automatic,"?4,725,000.00"
TOYOTA,2002,Foreign Used,125606,2000,Petrol,Automatic,"?3,255,000.00"
MERCEDES-BENZ,2016,Foreign Used,54116,3500,Petrol,Automatic,"?18,375,000.00"
TOYOTA,2011,Nigerian Used,80973,35,Petrol,Automatic,"?7,280,000.00"
LEXUS,2012,Nigerian Used,81214,3500,Petrol,Automatic,"?7,280,000.00"
TOYOTA,2008,Foreign Used,199815,2400,Petrol,Automatic,"?4,410,000.00"
TOYOTA,2009,Foreign Used,141966,4000,Petrol,Automatic,"?4,725,000.00"
TOYOTA,2011,Foreign Used,20473,3500,Petrol,Automatic,"?10,400,000.00"
TOYOTA,2012,Nigerian Used,284635,2700,Petrol,Automatic,"?5,720,000.00"
ACURA,2008,Nigerian Used,174861,3700,Petrol,Automatic,"?3,536,000.00"
TOYOTA,2007,Nigerian Used,86965,5700,Petrol,Automatic,"?4,725,000.00"
TOYOTA,2005,Foreign Used,290022,3300,Petrol,Automatic,"?4,368,000.00"
MERCEDES-BENZ,2010,Nigerian Used,150581,3500,Petrol,Automatic,"?3,465,000.00"
LAND ROVER,2006,Foreign Used,613630,4400,Petrol,Automatic,"?5,200,000.00"
MERCEDES-BENZ,2008,Foreign Used,87432,4600,Petrol,Automatic,"?5,775,000.00"
LEXUS,2012,Nigerian Used,81214,3500,Petrol,Automatic,"?7,280,000.00"
TOYOTA,2017,Foreign Used,98483,2700,Petrol,Automatic,"?7,350,000.00"
LEXUS,2007,Nigerian Used,92530,3500,Petrol,Automatic,"?3,150,000.00"
TOYOTA,2009,Foreign Used,86341,2400,Petrol,Automatic,"?3,465,000.00"
TOYOTA,2006,Foreign Used,76999,2400,Petrol,Manual,"?6,300,000.00"
MERCEDES-BENZ,2003,Foreign Used,168330,5500,Petrol,Automatic,"?4,200,000.00"
ACURA,2008,Nigerian Used,174861,3700,Petrol,Automatic,"?3,536,000.00"
TOYOTA,2002,Foreign Used,125606,2000,Petrol,Automatic,"?3,255,000.00"
TOYOTA,2011,Foreign Used,163022,3500,Petrol,Automatic,"?5,460,000.00"
MERCEDES-BENZ,2013,Foreign Used,76441,2700,Petrol,Automatic,"?5,775,000.00"
TOYOTA,2021,Brand New,80,4000,Petrol,Automatic,"?46,800,000.00"
FORD,2012,Foreign Used,149681,3500,Petrol,Automatic,"?5,720,000.00"
TOYOTA,2013,Foreign Used,135027,2500,Petrol,Automatic,"?5,616,000.00"
TOYOTA,2006,Nigerian Used,128397,3300,Hybrid,Automatic,"?3,120,000.00"
MERCEDES-BENZ,2008,Nigerian Used,89833,5500,Petrol,Automatic,"?4,200,000.00"
TOYOTA,2010,Nigerian Used,187491,2400,Petrol,Manual,"?6,300,000.00"
MERCEDES-BENZ,2008,Foreign Used,87432,4600,Petrol,Automatic,"?5,775,000.00"
TOYOTA,2008,Nigerian Used,309482,4000,Petrol,Automatic,"?4,200,000.00"
MERCEDES-BENZ,2015,Foreign Used,183487,3500,Petrol,Automatic,"?13,650,000.00"
LAND ROVER,2007,Nigerian Used,216498,4700,Petrol,Automatic,"?3,150,000.00"
TOYOTA,2013,Foreign Used,250088,2500,Petrol,Automatic,"?5,355,000.00"
TOYOTA,2017,Foreign Used,98483,2700,Petrol,Automatic,"?7,350,000.00"
LEXUS,2018,Foreign Used,53288,3500,Petrol,Automatic,"?21,000,000.00"
LAND ROVER,2015,Foreign Used,88166,2000,Petrol,Automatic,"?11,025,000.00"
LEXUS,2005,Nigerian Used,109691,3300,Petrol,Automatic,"?3,360,000.00"
MERCEDES-BENZ,2013,Foreign Used,104536,3500,Petrol,Automatic,"?14,352,000.00"
MERCEDES-BENZ,2013,Nigerian Used,250717,3500,Petrol,Automatic,"?5,250,000.00"
TOYOTA,2011,Foreign Used,63404,3500,Petrol,Automatic,"?8,295,000.00"
MERCEDES-BENZ,2010,Foreign Used,142261,3500,Petrol,Automatic,"?8,840,000.00"
TOYOTA,2014,Foreign Used,234273,4700,Petrol,Automatic,"?16,275,000.00"
TOYOTA,2011,Foreign Used,161948,2500,Petrol,Automatic,"?3,990,000.00"
FORD,2010,Foreign Used,155547,3500,Petrol,Automatic,"?3,952,000.00"
MERCEDES-BENZ,2008,Nigerian Used,237536,3500,Petrol,Automatic,"?3,675,000.00"
ACURA,2010,Foreign Used,221054,3700,Petrol,Automatic,"?9,450,000.00"
TOYOTA,2005,Foreign Used,290022,3300,Petrol,Automatic,"?4,368,000.00"
TOYOTA,2012,Foreign Used,350882,3500,Petrol,Automatic,"?7,176,000.00"
TOYOTA,2007,Nigerian Used,114531,3300,Petrol,Automatic,"?3,640,000.00"
LEXUS,2009,Nigerian Used,85662,35,Petrol,Automatic,"?3,640,000.00"
TOYOTA,2008,Foreign Used,209285,3500,Petrol,Automatic,"?3,360,000.00"
MERCEDES-BENZ,2012,Nigerian Used,144761,30,Petrol,Automatic,"?7,280,000.00"
LEXUS,2015,Foreign Used,40837,3500,Petrol,Automatic,"?10,500,000.00"
MERCEDES-BENZ,2006,Foreign Used,185092,3500,Petrol,Automatic,"?6,240,000.00"
TOYOTA,2007,Foreign Used,181160,3500,Petrol,Automatic,"?3,360,000.00"
TOYOTA,2006,Foreign Used,145366,3300,Petrol,Automatic,"?4,160,000.00"
LEXUS,2015,Foreign Used,82357,3500,Petrol,Automatic,"?20,500,000.00"
TOYOTA,2013,Foreign Used,100075,2500,Petrol,Automatic,"?4,200,000.00"
LEXUS,2009,Nigerian Used,285775,3500,Petrol,Automatic,"?3,150,000.00"
MERCEDES-BENZ,2010,Foreign Used,124523,3000,Petrol,Automatic,"?4,095,000.00"
MERCEDES-BENZ,2010,Foreign Used,116697,3500,Petrol,Automatic,"?5,565,000.00"
FORD,2013,Foreign Used,140864,3500,Petrol,Automatic,"?4,725,000.00"
TOYOTA,2008,Foreign Used,268296,3500,Petrol,Automatic,"?3,536,000.00"
TOYOTA,2014,Foreign Used,234273,4700,Petrol,Automatic,"?16,275,000.00"
TOYOTA,2012,Foreign Used,279555,2500,Petrol,Automatic,"?4,725,000.00"
TOYOTA,2007,Nigerian Used,114531,3300,Petrol,Automatic,"?3,640,000.00"
LAND ROVER,2012,Foreign Used,170174,5000,Petrol,Automatic,"?12,480,000.00"
LEXUS,2008,Nigerian Used,271598,3500,Petrol,Automatic,"?4,160,000.00"
TOYOTA,2011,Foreign Used,297082,2500,Petrol,Automatic,"?3,990,000.00"
MERCEDES-BENZ,2006,Nigerian Used,170599,3500,Petrol,Automatic,"?3,150,000.00"
FORD,2009,Foreign Used,436448,4600,Petrol,Automatic,"?6,300,000.00"
FORD,2012,Nigerian Used,80400,2000,Petrol,Automatic,"?3,360,000.00"
TOYOTA,2008,Nigerian Used,47169,57,Petrol,Automatic,"?7,280,000.00"
TOYOTA,2011,Foreign Used,141530,3500,Petrol,Automatic,"?6,136,000.00"
LEXUS,2004,Foreign Used,158812,3300,Petrol,Automatic,"?5,408,000.00"
TOYOTA,2011,Foreign Used,297082,2500,Petrol,Automatic,"?3,990,000.00"
TOYOTA,2011,Nigerian Used,66737,2500,Petrol,Automatic,"?3,360,000.00"
LEXUS,2008,Nigerian Used,271598,3500,Petrol,Automatic,"?4,160,000.00"
TOYOTA,2005,Foreign Used,337681,2400,Petrol,Automatic,"?3,675,000.00"
TOYOTA,2009,Foreign Used,354333,2400,Hybrid,Automatic,"?3,150,000.00"
TOYOTA,2010,Foreign Used,135904,3500,Petrol,Automatic,"?3,990,000.00"
TOYOTA,2009,Foreign Used,86341,2400,Petrol,Automatic,"?3,465,000.00"
TOYOTA,2010,Foreign Used,17429,4000,Petrol,Manual,"?26,250,000.00"
LEXUS,2011,Foreign Used,30457,3500,Petrol,Automatic,"?9,984,000.00"
FORD,2007,Foreign Used,303226,3500,Petrol,Automatic,"?3,328,000.00"
TOYOTA,2013,Nigerian Used,89445,3500,Petrol,Automatic,"?6,760,000.00"
FORD,2011,Nigerian Used,84719,3500,Petrol,Automatic,"?5,250,000.00"
MERCEDES-BENZ,2015,Foreign Used,113731,2000,Petrol,Automatic,"?12,600,000.00"
FORD,2007,Foreign Used,147723,4000,Petrol,Automatic,"?3,150,000.00"
FORD,2012,Foreign Used,232070,3500,Petrol,Automatic,"?7,800,000.00"
TOYOTA,2011,Foreign Used,160336,3500,Petrol,Automatic,"?6,240,000.00"
LEXUS,2017,Nigerian Used,52518,35,Petrol,Automatic,"?14,700,000.00"
FORD,2005,Foreign Used,164909,5400,Petrol,Automatic,"?3,045,000.00"
TOYOTA,2008,Foreign Used,268296,3500,Petrol,Automatic,"?3,536,000.00"
TOYOTA,2011,Foreign Used,124744,3500,Petrol,Automatic,"?7,350,000.00"
MERCEDES-BENZ,2012,Nigerian Used,69388,3500,Petrol,Automatic,"?5,250,000.00"
TOYOTA,2011,Nigerian Used,185520,3500,Petrol,Automatic,"?5,225,000.00"
FORD,2013,Nigerian Used,88432,2000,Petrol,Automatic,"?3,675,000.00"
FORD,2011,Nigerian Used,143007,3500,Petrol,Automatic,"?5,250,000.00"
LEXUS,2008,Nigerian Used,71151,3500,Petrol,Automatic,"?3,744,000.00"
FORD,2009,Foreign Used,436448,4600,Petrol,Automatic,"?6,300,000.00"
ACURA,2010,Foreign Used,370878,3700,Petrol,Automatic,"?3,990,000.00"
TOYOTA,2021,Brand New,968,30,Petrol,Automatic,"?41,600,000.00"
TOYOTA,2016,Foreign Used,16548,2500,Petrol,Automatic,"?12,480,000.00"
LEXUS,2007,Foreign Used,82850,3500,Petrol,Automatic,"?4,690,000.00"
FORD,2013,Foreign Used,217417,3500,Petrol,Automatic,"?6,240,000.00"
MERCEDES-BENZ,2010,Nigerian Used,33789,30,Petrol,Automatic,"?5,250,000.00"
FORD,2005,Foreign Used,212433,3000,Petrol,Automatic,"?4,200,000.00"
MERCEDES-BENZ,2017,Nigerian Used,39674,3500,Petrol,Automatic,"?13,650,000.00"
LEXUS,2010,Foreign Used,120660,3500,Petrol,Automatic,"?8,400,000.00"
TOYOTA,2011,Nigerian Used,92016,3500,Petrol,Automatic,"?5,880,000.00"
FORD,2014,Nigerian Used,68871,2000,Petrol,Automatic,"?7,280,000.00"
MERCEDES-BENZ,2010,Nigerian Used,131144,45,Petrol,Automatic,"?4,410,000.00"
LEXUS,2008,Nigerian Used,64129,4600,Petrol,Automatic,"?3,465,000.00"
TOYOTA,2008,Foreign Used,418753,3500,Petrol,Automatic,"?7,592,000.00"
MERCEDES-BENZ,2008,Foreign Used,140038,4600,Petrol,Automatic,"?5,250,000.00"
FORD,2011,Foreign Used,265935,3500,Petrol,Automatic,"?4,410,000.00"
FORD,2001,Nigerian Used,173113,3500,Petrol,Automatic,"?4,200,000.00"
LAND ROVER,2008,Nigerian Used,178406,4400,Petrol,Automatic,"?3,360,000.00"
LEXUS,2009,Foreign Used,95321,3500,Petrol,Automatic,"?6,448,000.00"
FORD,2017,Nigerian Used,124596,2000,Petrol,Automatic,"?12,600,000.00"
FORD,2007,Foreign Used,171104,3500,Petrol,Automatic,"?3,952,000.00"
FORD,2012,Nigerian Used,140197,2500,Petrol,Manual,"?5,250,000.00"
LEXUS,2006,Nigerian Used,130145,4700,Petrol,Automatic,"?3,255,000.00"
MERCEDES-BENZ,2009,Nigerian Used,323392,3500,Petrol,Automatic,"?3,150,000.00"
FORD,2014,Nigerian Used,70964,36,Petrol,Automatic,"?5,200,000.00"
TOYOTA,2006,Foreign Used,201305,3000,Petrol,Automatic,"?3,465,000.00"
LEXUS,2011,Nigerian Used,196286,4600,Petrol,Automatic,"?15,600,000.00"
MERCEDES-BENZ,2011,Foreign Used,200436,4600,Petrol,Automatic,"?8,900,000.00"
FORD,2010,Foreign Used,134105,3500,Petrol,Automatic,"?3,675,000.00"
TOYOTA,2012,Foreign Used,153345,2700,Petrol,Automatic,"?8,112,000.00"
TOYOTA,2010,Nigerian Used,76966,5700,Petrol,Automatic,"?5,775,000.00"
MERCEDES-BENZ,2011,Foreign Used,195029,3000,Petrol,Automatic,"?6,240,000.00"
FORD,2014,Nigerian Used,271943,3500,Petrol,Automatic,"?5,200,000.00"
LEXUS,2010,Nigerian Used,114626,3500,Hybrid,Automatic,"?6,760,000.00"
MERCEDES-BENZ,2018,Foreign Used,115896,3500,Petrol,Automatic,"?24,150,000.00"
FORD,2012,Foreign Used,1284898,3500,Petrol,Automatic,"?5,250,000.00"
TOYOTA,2012,Nigerian Used,162229,2700,Petrol,Automatic,"?12,600,000.00"
LEXUS,2007,Nigerian Used,140981,3500,Petrol,Automatic,"?3,150,000.00"
FORD,2012,Foreign Used,201267,3500,Petrol,Automatic,"?4,725,000.00"
LEXUS,2006,Nigerian Used,90235,2500,Petrol,Automatic,"?3,120,000.00"
TOYOTA,2007,Foreign Used,282688,2400,Petrol,Automatic,"?3,450,000.00"
LEXUS,2007,Foreign Used,171869,4600,Petrol,Automatic,"?5,720,000.00"
TOYOTA,2012,Foreign Used,124506,2500,Petrol,Automatic,"?5,565,000.00"
MERCEDES-BENZ,2009,Foreign Used,96757,3000,Diesel,Automatic,"?4,620,000.00"
MERCEDES-BENZ,2010,Nigerian Used,65084,3000,Petrol,Automatic,"?4,264,000.00"
MERCEDES-BENZ,2012,Foreign Used,55264,3500,Petrol,Automatic,"?14,352,000.00"
TOYOTA,2014,Nigerian Used,47523,3500,Petrol,Automatic,"?9,880,000.00"
LEXUS,2012,Nigerian Used,96283,2500,Petrol,Automatic,"?4,200,000.00"
TOYOTA,2012,Foreign Used,198938,3500,Petrol,Automatic,"?6,090,000.00"
TOYOTA,2013,Nigerian Used,44496,2600,Petrol,Automatic,"?7,280,000.00"
LEXUS,2007,Nigerian Used,268759,2500,Petrol,Automatic,"?3,432,000.00"
FORD,2018,Foreign Used,14405,3500,Petrol,Automatic,"?18,375,000.00"
FORD,2011,Nigerian Used,262832,3500,Petrol,Automatic,"?4,410,000.00"
FORD,2012,Nigerian Used,80400,2000,Petrol,Automatic,"?3,360,000.00"
FORD,2012,Foreign Used,290049,3500,Petrol,Automatic,"?5,250,000.00"
MERCEDES-BENZ,2010,Nigerian Used,156987,3000,Petrol,Automatic,"?3,952,000.00"
TOYOTA,2006,Nigerian Used,120820,3500,Petrol,Automatic,"?3,120,000.00"
TOYOTA,2007,Foreign Used,220902,4700,Petrol,Automatic,"?10,400,000.00"
MERCEDES-BENZ,2009,Nigerian Used,103752,4700,Petrol,Automatic,"?4,410,000.00"
LEXUS,2004,Nigerian Used,84195,4700,Petrol,Automatic,"?4,992,000.00"
TOYOTA,2008,Foreign Used,94447,24,Petrol,Automatic,"?3,465,000.00"
ACURA,2010,Foreign Used,284441,3500,Petrol,Automatic,"?5,096,000.00"
AUDI,2011,Nigerian Used,219042,2000,Petrol,Automatic,"?3,937,500.00"
FORD,2013,Nigerian Used,220846,3500,Petrol,Automatic,"?5,250,000.00"
TOYOTA,2007,Foreign Used,16479,3500,Petrol,Automatic,"?3,465,000.00"
MERCEDES-BENZ,2009,Foreign Used,144066,3500,Petrol,Automatic,"?3,150,000.00"
FORD,2012,Nigerian Used,108572,3500,Petrol,Automatic,"?3,150,000.00"
MERCEDES-BENZ,2007,Nigerian Used,239582,3500,Petrol,Automatic,"?4,056,000.00"
TOYOTA,2008,Nigerian Used,165146,4000,Petrol,Automatic,"?5,200,000.00"
MERCEDES-BENZ,2009,Nigerian Used,159366,3500,Petrol,Automatic,"?4,992,000.00"
TOYOTA,2007,Nigerian Used,140882,2700,Petrol,Automatic,"?6,760,000.00"
TOYOTA,2011,Nigerian Used,129896,3500,Petrol,Automatic,"?4,992,000.00"
TOYOTA,2007,Foreign Used,141956,2400,Petrol,Automatic,"?3,712,800.00"
TOYOTA,2007,Foreign Used,153624,2400,Petrol,Automatic,"?3,255,000.00"
TOYOTA,2011,Nigerian Used,109174,3500,Petrol,Automatic,"?3,570,000.00"
LEXUS,2008,Nigerian Used,169887,3500,Petrol,Automatic,"?3,675,000.00"
LEXUS,2010,Foreign Used,91604,3500,Petrol,Automatic,"?9,391,200.00"
TOYOTA,2007,Foreign Used,16479,3500,Petrol,Automatic,"?3,465,000.00"
LEXUS,2005,Nigerian Used,67744,4700,Petrol,Automatic,"?4,160,000.00"
MERCEDES-BENZ,2010,Nigerian Used,33789,30,Petrol,Automatic,"?5,250,000.00"
FORD,2011,Nigerian Used,262832,3500,Petrol,Automatic,"?4,410,000.00"
LEXUS,2006,Nigerian Used,130145,4700,Petrol,Automatic,"?3,255,000.00"
LAND ROVER,2006,Foreign Used,212485,4400,Petrol,Automatic,"?6,090,000.00"
FORD,2018,Foreign Used,14405,3500,Petrol,Automatic,"?18,375,000.00"
FORD,2013,Nigerian Used,88432,2000,Petrol,Automatic,"?3,675,000.00"
TOYOTA,2010,Foreign Used,138462,2500,Petrol,Automatic,"?4,160,000.00"
LEXUS,2008,Nigerian Used,124886,3500,Petrol,Automatic,"?4,160,000.00"
LEXUS,2010,Nigerian Used,310442,3400,Petrol,Automatic,"?5,775,000.00"
TOYOTA,2007,Foreign Used,172580,2400,Petrol,Automatic,"?4,576,000.00"
TOYOTA,2004,Foreign Used,387265,3500,Petrol,Automatic,"?3,465,000.00"
TOYOTA,2012,Nigerian Used,162229,2700,Petrol,Automatic,"?12,600,000.00"
TOYOTA,2004,Foreign Used,2671736,2400,Petrol,Automatic,"?4,992,000.00"
MERCEDES-BENZ,2012,Nigerian Used,176123,4600,Petrol,Automatic,"?7,875,000.00"
TOYOTA,2012,Nigerian Used,68028,2500,Petrol,Automatic,"?4,160,000.00"
ACURA,2010,Foreign Used,205258,3500,Petrol,Automatic,"?3,360,000.00"
LAND ROVER,2017,Foreign Used,87589,3000,Petrol,Automatic,"?32,550,000.00"
ACURA,2010,Foreign Used,370878,3700,Petrol,Automatic,"?3,990,000.00"
LEXUS,2008,Nigerian Used,169887,3500,Petrol,Automatic,"?3,675,000.00"
LEXUS,2012,Nigerian Used,96283,2500,Petrol,Automatic,"?4,200,000.00"
TOYOTA,2013,Nigerian Used,44496,2600,Petrol,Automatic,"?7,280,000.00"
TOYOTA,2007,Foreign Used,220902,4700,Petrol,Automatic,"?10,400,000.00"
TOYOTA,2014,Nigerian Used,47523,3500,Petrol,Automatic,"?9,880,000.00"
MERCEDES-BENZ,2009,Nigerian Used,159366,3500,Petrol,Automatic,"?4,992,000.00"
MERCEDES-BENZ,2009,Foreign Used,96757,3000,Diesel,Automatic,"?4,620,000.00"
TOYOTA,2011,Nigerian Used,90000,3500,Petrol,Automatic,"?8,320,000.00"
ACURA,2010,Foreign Used,205258,3500,Petrol,Automatic,"?3,360,000.00"
TOYOTA,2009,Foreign Used,209830,2700,Petrol,Automatic,"?7,800,000.00"
LAND ROVER,2012,Nigerian Used,21632,2000,Petrol,Automatic,"?6,090,000.00"
LAND ROVER,2006,Foreign Used,212485,4400,Petrol,Automatic,"?6,090,000.00"
TOYOTA,2014,Nigerian Used,48858,3500,Petrol,Automatic,"?7,280,000.00"
LEXUS,2007,Foreign Used,49407,3600,Petrol,Automatic,"?4,888,000.00"
TOYOTA,2010,Foreign Used,446982,2500,Petrol,Automatic,"?3,465,000.00"
MERCEDES-BENZ,2008,Nigerian Used,283739,3500,Petrol,Automatic,"?3,255,000.00"
LAND ROVER,2013,Nigerian Used,52502,5000,Petrol,Automatic,"?15,600,000.00"
MERCEDES-BENZ,2010,Nigerian Used,236078,30,Petrol,Automatic,"?4,200,000.00"
TOYOTA,2011,Foreign Used,95182,2400,Petrol,Automatic,"?4,576,000.00"
LEXUS,2010,Nigerian Used,58108,3500,Petrol,Automatic,"?4,680,000.00"
TOYOTA,2007,Foreign Used,121015,2400,Petrol,Automatic,"?3,952,000.00"
TOYOTA,2007,Foreign Used,178364,3300,Petrol,Automatic,"?3,675,000.00"
LEXUS,2008,Foreign Used,264214,4700,Petrol,Automatic,"?9,360,000.00"
MERCEDES-BENZ,2009,Foreign Used,144066,3500,Petrol,Automatic,"?3,150,000.00"
TOYOTA,2011,Foreign Used,95182,2400,Petrol,Automatic,"?4,576,000.00"
LEXUS,2008,Nigerian Used,64129,4600,Petrol,Automatic,"?3,465,000.00"
TOYOTA,2010,Foreign Used,82855,2500,Petrol,Automatic,"?4,160,000.00"
TOYOTA,2011,Nigerian Used,109174,3500,Petrol,Automatic,"?3,570,000.00"
TOYOTA,2013,Nigerian Used,76097,2400,Petrol,Automatic,"?5,565,000.00"
MERCEDES-BENZ,2010,Nigerian Used,131203,3000,Petrol,Automatic,"?3,848,000.00"
MERCEDES-BENZ,2008,Nigerian Used,91566,3500,Petrol,Automatic,"?3,675,000.00"
TOYOTA,2014,Nigerian Used,48858,3500,Petrol,Automatic,"?7,280,000.00"
LEXUS,2010,Foreign Used,91604,3500,Petrol,Automatic,"?9,391,200.00"
LAND ROVER,2013,Nigerian Used,52502,5000,Petrol,Automatic,"?15,600,000.00"
TOYOTA,2015,Nigerian Used,13022,1800,Petrol,Automatic,"?7,280,000.00"
MERCEDES-BENZ,2009,Nigerian Used,103752,4700,Petrol,Automatic,"?4,410,000.00"
TOYOTA,2011,Nigerian Used,212752,3500,Petrol,Automatic,"?4,160,000.00"
TOYOTA,2013,Nigerian Used,192609,3500,Petrol,Automatic,"?6,760,000.00"
LAND ROVER,2007,Nigerian Used,117254,4400,Petrol,Automatic,"?3,640,000.00"
TOYOTA,2011,Nigerian Used,129896,3500,Petrol,Automatic,"?4,992,000.00"
TOYOTA,2006,Foreign Used,230373,3500,Petrol,Automatic,"?3,360,000.00"
FORD,2004,Foreign Used,322143,5400,Petrol,Automatic,"?4,725,000.00"
LEXUS,2007,Foreign Used,298814,3500,Petrol,Automatic,"?5,512,000.00"
