Brand,Year of Manufacture,Condition,Mileage,Engine Size,Fuel,Transmission,Price
FORD,1999,Foreign Used,234627,3000,Petrol,Automatic,"?1,050,000.00"
TOYOTA,2008,Nigerian Used,196552,1800,Petrol,Automatic,"?2,700,000.00"
HONDA,2008,Nigerian Used,293360,2400,Petrol,Automatic,"?1,912,500.00"
TOYOTA,2003,Nigerian Used,182846,1800,Petrol,Automatic,"?1,785,000.00"
FORD,2014,Nigerian Used,68442,2000,Petrol,Automatic,"?5,062,500.00"
TOYOTA,2001,Nigerian Used,350884,2200,Petrol,Automatic,"?1,196,000.00"
LEXUS,2013,Foreign Used,219832,3400,Petrol,Automatic,"?13,500,000.00"
FORD,1999,Foreign Used,234627,3000,Petrol,Automatic,"?1,050,000.00"
JEEP,2008,Foreign Used,239555,3700,Petrol,Automatic,"?4,500,000.00"
FORD,2008,Nigerian Used,124327,4600,Petrol,Automatic,"?3,937,500.00"
KIA,2013,Nigerian Used,81596,2400,Petrol,Automatic,"?3,150,000.00"
MERCEDES-BENZ,2001,Nigerian Used,158413,1800,Petrol,Manual,"?1,050,000.00"
TOYOTA,2006,Nigerian Used,244551,4000,Petrol,Automatic,"?3,150,000.00"
HONDA,2008,Nigerian Used,104050,2500,Petrol,Automatic,"?2,025,000.00"
LEXUS,2007,Nigerian Used,313140,3500,Petrol,Automatic,"?3,328,000.00"
TOYOTA,1999,Nigerian Used,311925,3000,Petrol,Automatic,"?1,350,000.00"
MERCEDES-BENZ,2012,Foreign Used,196553,3000,Petrol,Automatic,"?5,250,000.00"
MERCEDES-BENZ,2001,Nigerian Used,158413,1800,Petrol,Manual,"?1,050,000.00"
LEXUS,2007,Nigerian Used,313140,3500,Petrol,Automatic,"?3,328,000.00"
HONDA,2008,Nigerian Used,104050,2500,Petrol,Automatic,"?2,025,000.00"
TOYOTA,1999,Nigerian Used,311925,3000,Petrol,Automatic,"?1,350,000.00"
TOYOTA,2010,Nigerian Used,251253,2500,Petrol,Automatic,"?2,812,500.00"
ACURA,2009,Nigerian Used,112,3500,Petrol,Automatic,"?3,990,000.00"
TOYOTA,2012,Nigerian Used,231414,2400,Petrol,Automatic,"?3,600,000.00"
OPEL,2000,Nigerian Used,178190,1400,Petrol,Automatic,"?840,000.00"
HYUNDAI,2012,Nigerian Used,124219,1600,Petrol,Automatic,"?2,700,000.00"
LEXUS,2007,Nigerian Used,168422,3000,Petrol,Automatic,"?2,625,000.00"
TOYOTA,2007,Foreign Used,288213,2400,Petrol,Automatic,"?3,937,500.00"
MERCEDES-BENZ,2010,Nigerian Used,248646,3000,Petrol,Automatic,"?4,612,500.00"
MITSUBISHI,2005,Nigerian Used,159742,3500,Petrol,Automatic,"?1,012,500.00"
TOYOTA,2019,Foreign Used,51484,2400,Petrol,Automatic,"?16,875,000.00"
TOYOTA,2008,Nigerian Used,206410,2500,Petrol,Automatic,"?2,475,000.00"
TOYOTA,2003,Nigerian Used,136682,1800,Petrol,Automatic,"?2,137,500.00"
LEXUS,2006,Foreign Used,119197,3300,Petrol,Automatic,"?5,850,000.00"
TOYOTA,2009,Nigerian Used,237332,2400,Petrol,Automatic,"?2,812,500.00"
HYUNDAI,2013,Nigerian Used,269194,2000,Petrol,Automatic,"?4,095,000.00"
FORD,2013,Foreign Used,226430,2500,Petrol,Automatic,"?5,145,000.00"
LEXUS,2011,Foreign Used,207450,2500,Petrol,Automatic,"?4,200,000.00"
PONTIAC,2009,Nigerian Used,80355,2400,Petrol,Automatic,"?2,600,000.00"
FORD,2001,Nigerian Used,88171,4200,Petrol,Automatic,"?2,650,000.00"
BMW,2008,Foreign Used,369147,3000,Petrol,Automatic,"?4,725,000.00"
HONDA,2011,Nigerian Used,107345,2500,Petrol,Automatic,"?1,575,000.00"
TOYOTA,2004,Nigerian Used,196493,2400,Petrol,Automatic,"?1,687,500.00"
HYUNDAI,2016,Nigerian Used,86812,1800,Petrol,Automatic,"?3,262,500.00"
TOYOTA,2007,Nigerian Used,124822,2400,Petrol,Automatic,"?2,812,500.00"
TOYOTA,2017,Foreign Used,77647,2500,Petrol,Automatic,"?12,180,000.00"
TOYOTA,2015,Nigerian Used,113843,1800,Petrol,CVT,"?5,062,500.00"
HONDA,2009,Nigerian Used,132820,2400,Petrol,Automatic,"?2,137,500.00"
PONTIAC,2010,Nigerian Used,71119,1800,Petrol,Automatic,"?3,937,500.00"
TOYOTA,2020,Foreign Used,57656,3500,Petrol,Automatic,"?42,750,000.00"
VOLKSWAGEN,2011,Nigerian Used,158400,2500,Diesel,Manual,"?1,575,000.00"
NISSAN,2007,Nigerian Used,136312,4000,Petrol,Automatic,"?2,025,000.00"
CHRYSLER,1999,Nigerian Used,314115,3300,Petrol,Automatic,"?997,500.00"
MERCEDES-BENZ,2006,Nigerian Used,287580,30,Petrol,Automatic,"?1,890,000.00"
OPEL,2000,Nigerian Used,178190,1400,Petrol,Automatic,"?840,000.00"
TOYOTA,2013,Foreign Used,113150,1800,Petrol,Automatic,"?3,937,500.00"
CHRYSLER,2002,Nigerian Used,351204,1600,Petrol,Manual,"?945,000.00"
TOYOTA,2006,Nigerian Used,268487,3300,Petrol,Automatic,"?2,812,500.00"
TOYOTA,2003,Nigerian Used,450912,2400,Petrol,Automatic,"?1,912,500.00"
TOYOTA,2003,Nigerian Used,447076,1500,Petrol,Automatic,"?1,462,500.00"
LEXUS,2004,Foreign Used,146152,3300,Petrol,Automatic,"?4,515,000.00"
DAIHATSU,1997,Nigerian Used,305854,1800,Petrol,Manual,"?945,000.00"
BMW,2005,Nigerian Used,228833,3000,Petrol,Automatic,"?1,125,000.00"
TOYOTA,2003,Nigerian Used,367531,4000,Petrol,Automatic,"?2,137,500.00"
CHEVROLET,2008,Nigerian Used,277414,1600,Petrol,Automatic,"?840,000.00"
PEUGEOT,2000,Nigerian Used,123300,1400,Petrol,Manual,"?945,000.00"
LEXUS,2001,Nigerian Used,227119,3000,Petrol,Automatic,"?2,587,500.00"
TOYOTA,2010,Nigerian Used,120867,1800,Petrol,Automatic,"?2,700,000.00"
NISSAN,1997,Nigerian Used,377755,3300,Petrol,Manual,"?840,000.00"
TOYOTA,2006,Foreign Used,190194,3000,Petrol,Automatic,"?2,940,000.00"
MITSUBISHI,2001,Nigerian Used,192188,2400,Petrol,Automatic,"?892,500.00"
KIA,2009,Nigerian Used,67642,1600,Petrol,Automatic,"?2,940,000.00"
RENAULT,2002,Nigerian Used,276254,1800,Petrol,Manual,"?840,000.00"
NISSAN,2005,Nigerian Used,236550,2500,Petrol,Automatic,"?945,000.00"
LEXUS,2008,Nigerian Used,164490,3500,Petrol,Automatic,"?6,300,000.00"
TOYOTA,2004,Nigerian Used,266008,2400,Petrol,Automatic,"?1,872,000.00"
NISSAN,1999,Nigerian Used,231986,3300,Petrol,Automatic,"?840,000.00"
TOYOTA,1997,Nigerian Used,393678,3400,Petrol,Automatic,"?1,462,500.00"
HONDA,2003,Nigerian Used,320200,3000,Petrol,Automatic,"?945,000.00"
TOYOTA,2011,Foreign Used,80429,3500,Petrol,Automatic,"?5,250,000.00"
VOLKSWAGEN,1995,Nigerian Used,299689,1800,Petrol,Manual,"?735,000.00"
HONDA,2004,Nigerian Used,344102,3500,Petrol,Automatic,"?1,687,500.00"
MITSUBISHI,2006,Nigerian Used,79755,2000,Petrol,Automatic,"?945,000.00"
MAZDA,2006,Nigerian Used,273752,2300,Petrol,Manual,"?945,000.00"
TOYOTA,2006,Nigerian Used,363770,1800,Petrol,Automatic,"?1,155,000.00"
VOLKSWAGEN,2002,Nigerian Used,260658,2000,Petrol,Automatic,"?892,500.00"
VOLKSWAGEN,2006,Nigerian Used,320732,2000,Petrol,Manual,"?945,000.00"
HONDA,2006,Nigerian Used,105375,3000,Petrol,Automatic,"?1,050,000.00"
NISSAN,2001,Nigerian Used,318605,3500,Petrol,Automatic,"?840,000.00"
TOYOTA,2004,Nigerian Used,266008,2400,Petrol,Automatic,"?1,872,000.00"
HONDA,2006,Nigerian Used,182732,3500,Petrol,Automatic,"?945,000.00"
LEXUS,2001,Nigerian Used,227119,3000,Petrol,Automatic,"?2,587,500.00"
TOYOTA,2011,Foreign Used,80429,3500,Petrol,Automatic,"?5,250,000.00"
BMW,2001,Nigerian Used,90828,3000,Petrol,Automatic,"?840,000.00"
TOYOTA,2010,Nigerian Used,120867,1800,Petrol,Automatic,"?2,700,000.00"
BMW,2002,Nigerian Used,335038,2500,Petrol,Automatic,"?997,500.00"
HONDA,2009,Foreign Used,146331,1800,Petrol,Automatic,"?3,120,000.00"
LEXUS,2008,Nigerian Used,164490,3500,Petrol,Automatic,"?6,300,000.00"
HONDA,2004,Nigerian Used,272575,2400,Petrol,Automatic,"?997,500.00"
TOYOTA,1997,Nigerian Used,393678,3400,Petrol,Automatic,"?1,462,500.00"
TOYOTA,2007,Foreign Used,183139,2400,Petrol,Automatic,"?3,465,000.00"
TOYOTA,2009,Nigerian Used,252898,1800,Petrol,Automatic,"?2,704,000.00"
NISSAN,2002,Nigerian Used,338106,3500,Petrol,Automatic,"?945,000.00"
HONDA,1999,Nigerian Used,287181,2300,Petrol,Automatic,"?784,000.00"
MERCEDES-BENZ,2006,Nigerian Used,225474,3500,Petrol,Automatic,"?4,500,000.00"
HONDA,1997,Nigerian Used,289470,2000,Petrol,Automatic,"?787,500.00"
MAZDA,2010,Nigerian Used,322717,2500,Petrol,Automatic,"?2,100,000.00"
PONTIAC,2005,Foreign Used,299999,1800,Petrol,Automatic,"?3,375,000.00"
NISSAN,2001,Nigerian Used,318605,3500,Petrol,Automatic,"?840,000.00"
MAZDA,1998,Nigerian Used,272966,2000,Petrol,Automatic,"?845,000.00"
TOYOTA,2008,Nigerian Used,223212,1800,Petrol,Automatic,"?2,700,000.00"
MERCEDES-BENZ,2013,Nigerian Used,181876,3500,Petrol,Automatic,"?12,375,000.00"
TOYOTA,2010,Nigerian Used,140304,2000,Petrol,Automatic,"?3,150,000.00"
TOYOTA,2003,Nigerian Used,140248,2400,Petrol,Automatic,"?1,575,000.00"
TOYOTA,2005,Nigerian Used,273616,1800,Petrol,Automatic,"?2,730,000.00"
JAGUAR,2001,Nigerian Used,259080,3000,Petrol,Automatic,"?682,500.00"
NISSAN,2005,Nigerian Used,163338,2500,Petrol,Automatic,"?892,500.00"
TOYOTA,2003,Foreign Used,209016,2400,Petrol,Automatic,"?2,704,000.00"
TOYOTA,2002,Nigerian Used,249703,2400,Petrol,Automatic,"?1,687,500.00"
HONDA,2006,Nigerian Used,105375,3000,Petrol,Automatic,"?1,050,000.00"
HONDA,2006,Nigerian Used,182732,3500,Petrol,Automatic,"?945,000.00"
CHEVROLET,2014,Nigerian Used,74781,1800,Petrol,Manual,"?913,500.00"
HONDA,2005,Nigerian Used,198759,2400,Petrol,Automatic,"?1,687,500.00"
BMW,2001,Nigerian Used,90828,3000,Petrol,Automatic,"?840,000.00"
HONDA,2003,Nigerian Used,507619,2400,Petrol,Automatic,"?945,000.00"
NISSAN,1999,Nigerian Used,137900,3300,Petrol,Automatic,"?765,000.00"
TOYOTA,2002,Nigerian Used,257575,2500,Petrol,Automatic,"?1,462,500.00"
LEXUS,1999,Nigerian Used,380983,3000,Petrol,Automatic,"?1,687,500.00"
BMW,2002,Nigerian Used,335038,2500,Petrol,Automatic,"?997,500.00"
HONDA,2008,Nigerian Used,307372,1500,Petrol,Manual,"?852,500.00"
NISSAN,2001,Nigerian Used,266361,3500,Petrol,Automatic,"?787,500.00"
HONDA,2004,Nigerian Used,272575,2400,Petrol,Automatic,"?997,500.00"
TOYOTA,2010,Nigerian Used,177112,3500,Petrol,Automatic,"?6,525,000.00"
HONDA,2003,Nigerian Used,175967,2400,Petrol,Automatic,"?840,000.00"
TOYOTA,2002,Nigerian Used,490815,2400,Petrol,Automatic,"?2,587,500.00"
PEUGEOT,2008,Nigerian Used,362099,2000,Petrol,Automatic,"?735,000.00"
HONDA,2005,Nigerian Used,181490,3500,Hybrid,Automatic,"?840,000.00"
TOYOTA,2004,Nigerian Used,189886,4000,Petrol,Automatic,"?3,375,000.00"
TOYOTA,2003,Foreign Used,178113,1800,Petrol,Automatic,"?2,812,500.00"
HONDA,2008,Nigerian Used,136547,35,Petrol,Automatic,"?1,785,000.00"
PEUGEOT,2000,Nigerian Used,210851,2000,Petrol,Manual,"?892,500.00"
NISSAN,2006,Nigerian Used,244693,4000,Petrol,Automatic,"?892,500.00"
TOYOTA,2008,Nigerian Used,269054,2400,Petrol,Automatic,"?3,206,250.00"
HONDA,2002,Nigerian Used,385231,2400,Petrol,Automatic,"?945,000.00"
HONDA,1998,Nigerian Used,370551,2300,Petrol,Automatic,"?780,000.00"
MITSUBISHI,2001,Nigerian Used,188821,3500,Petrol,Automatic,"?945,000.00"
LEXUS,2010,Nigerian Used,289309,3500,Petrol,Automatic,"?5,287,500.00"
HONDA,2004,Nigerian Used,105328,2400,Petrol,Automatic,"?792,500.00"
FORD,2014,Foreign Used,71208,3500,Petrol,Automatic,"?9,000,000.00"
LEXUS,1999,Nigerian Used,197165,3000,Petrol,Automatic,"?2,137,500.00"
FORD,2008,Nigerian Used,12500,3000,Petrol,Automatic,"?1,462,500.00"
PEUGEOT,2008,Nigerian Used,93565,1600,Petrol,Manual,"?945,000.00"
TOYOTA,2014,Foreign Used,101408,4600,Petrol,Automatic,"?18,000,000.00"
MAZDA,2006,Nigerian Used,201669,3000,Petrol,Automatic,"?945,000.00"
HONDA,2002,Nigerian Used,298834,1700,Petrol,Automatic,"?840,000.00"
PEUGEOT,2008,Nigerian Used,1157134,1500,Petrol,Manual,"?735,000.00"
MAZDA,2002,Nigerian Used,217433,1800,Petrol,Manual,"?1,125,000.00"
HONDA,2005,Nigerian Used,557768,2400,Petrol,Automatic,"?787,500.00"
HYUNDAI,2010,Foreign Used,35587,2000,Petrol,Automatic,"?3,375,000.00"
HONDA,2003,Nigerian Used,345282,3000,Petrol,Automatic,"?997,500.00"
TOYOTA,2008,Nigerian Used,269054,2400,Petrol,Automatic,"?3,206,250.00"
VOLKSWAGEN,2005,Nigerian Used,92851,2000,Petrol,Automatic,"?735,000.00"
FORD,2014,Foreign Used,71208,3500,Petrol,Automatic,"?9,000,000.00"
LEXUS,2010,Nigerian Used,289309,3500,Petrol,Automatic,"?5,287,500.00"
LEXUS,1999,Nigerian Used,197165,3000,Petrol,Automatic,"?2,137,500.00"
MERCEDES-BENZ,2001,Nigerian Used,253961,3000,Petrol,Automatic,"?840,000.00"
FORD,2008,Nigerian Used,12500,3000,Petrol,Automatic,"?1,462,500.00"
TOYOTA,2014,Foreign Used,101408,4600,Petrol,Automatic,"?18,000,000.00"
HONDA,2003,Nigerian Used,176314,2400,Petrol,Automatic,"?945,000.00"
NISSAN,2007,Nigerian Used,293534,2000,Petrol,Automatic,"?945,000.00"
MAZDA,2002,Nigerian Used,217433,1800,Petrol,Manual,"?1,125,000.00"
TOYOTA,2012,Foreign Used,321167,2400,Petrol,Automatic,"?6,018,750.00"
HONDA,2003,Nigerian Used,284117,2400,Petrol,Automatic,"?945,000.00"
LEXUS,2005,Nigerian Used,258030,3300,Petrol,Automatic,"?3,600,000.00"
HONDA,2003,Nigerian Used,176314,2400,Petrol,Automatic,"?945,000.00"
HONDA,2012,Nigerian Used,93216,3500,Petrol,Automatic,"?3,600,000.00"
MERCEDES-BENZ,2008,Foreign Used,307063,3000,Petrol,Automatic,"?4,784,000.00"
HYUNDAI,1999,Nigerian Used,174634,2000,Petrol,Manual,"?682,500.00"
HONDA,2001,Nigerian Used,266925,2300,Petrol,Automatic,"?936,000.00"
HONDA,2003,Nigerian Used,345282,3000,Petrol,Automatic,"?997,500.00"
HONDA,2003,Nigerian Used,284117,2400,Petrol,Automatic,"?945,000.00"
HONDA,2005,Nigerian Used,579135,3000,Petrol,Automatic,"?997,500.00"
NISSAN,2001,Nigerian Used,250035,1800,Petrol,Manual,"?787,500.00"
FORD,1998,Nigerian Used,481659,2300,Petrol,Manual,"?840,000.00"
MAZDA,2005,Nigerian Used,304471,2300,Petrol,Automatic,"?892,500.00"
LAND ROVER,2008,Foreign Used,137794,3200,Petrol,Automatic,"?3,675,000.00"
HONDA,2002,Nigerian Used,592151,200,Petrol,Manual,"?630,000.00"
KIA,2012,Nigerian Used,80198,2000,Petrol,Automatic,"?3,990,000.00"
HONDA,2004,Nigerian Used,261384,2400,Petrol,Automatic,"?1,125,000.00"
LEXUS,2006,Nigerian Used,241518,3300,Hybrid,Automatic,"?3,255,000.00"
MERCEDES-BENZ,2010,Nigerian Used,104302,5500,Petrol,Automatic,"?10,687,500.00"
TOYOTA,2009,Foreign Used,87455,2400,Petrol,Automatic,"?4,050,000.00"
FORD,1997,Nigerian Used,316312,4000,Petrol,Automatic,"?840,000.00"
TOYOTA,2008,Nigerian Used,72138,2400,Petrol,Automatic,"?3,640,000.00"
HONDA,1995,Nigerian Used,244038,2200,Petrol,Automatic,"?840,000.00"
HONDA,2000,Nigerian Used,198095,2000,Petrol,Automatic,"?840,000.00"
HONDA,2004,Nigerian Used,433507,2400,Petrol,Automatic,"?945,000.00"
MERCEDES-BENZ,2001,Nigerian Used,253961,3000,Petrol,Automatic,"?840,000.00"
TOYOTA,2006,Nigerian Used,170338,1800,Petrol,Automatic,"?1,687,500.00"
LEXUS,2013,Nigerian Used,131925,3500,Petrol,Automatic,"?10,400,000.00"
VOLKSWAGEN,2001,Nigerian Used,346388,2000,Petrol,Manual,"?682,500.00"
HONDA,2003,Nigerian Used,234442,1700,Petrol,Automatic,"?945,000.00"
TOYOTA,1998,Nigerian Used,9999,1800,Petrol,Automatic,"?945,000.00"
FORD,2012,Nigerian Used,71210,3500,Petrol,Automatic,"?4,837,500.00"
HONDA,2005,Nigerian Used,94051,3500,Petrol,Automatic,"?1,872,000.00"
FORD,2011,Foreign Used,278934,3500,Petrol,Automatic,"?5,737,500.00"
LEXUS,2005,Foreign Used,176454,3000,Petrol,Automatic,"?4,837,500.00"
HONDA,1999,Nigerian Used,445553,2300,Petrol,Automatic,"?936,000.00"
TOYOTA,2009,Nigerian Used,147469,2400,Petrol,Automatic,"?2,587,500.00"
HYUNDAI,2003,Nigerian Used,82003,2000,Petrol,Automatic,"?840,000.00"
CHEVROLET,2004,Foreign Used,319874,5300,Petrol,Automatic,"?3,937,500.00"
LEXUS,2008,Nigerian Used,280543,3500,Petrol,Automatic,"?2,625,000.00"
TOYOTA,2001,Nigerian Used,244530,3000,Petrol,Automatic,"?997,500.00"
TOYOTA,2000,Nigerian Used,255724,1800,Petrol,Automatic,"?840,000.00"
TOYOTA,1998,Nigerian Used,386928,1800,Petrol,Automatic,"?945,000.00"
TOYOTA,2006,Nigerian Used,312878,3300,Petrol,Automatic,"?3,375,000.00"
SUZUKI,1999,Nigerian Used,308182,1600,Petrol,Automatic,"?630,000.00"
TOYOTA,1997,Nigerian Used,327566,2200,Petrol,Automatic,"?945,000.00"
LEXUS,2009,Nigerian Used,91745,3500,Petrol,Automatic,"?3,825,000.00"
TOYOTA,2009,Nigerian Used,68508,1800,Petrol,Automatic,"?2,587,500.00"
TOYOTA,1999,Nigerian Used,198658,3000,Petrol,Automatic,"?997,500.00"
HONDA,2001,Nigerian Used,100000,2300,Petrol,Automatic,"?832,000.00"
TOYOTA,2000,Nigerian Used,356402,2200,Petrol,Automatic,"?892,500.00"
NISSAN,2001,Nigerian Used,140344,1000,Petrol,Manual,"?682,500.00"
TOYOTA,1998,Nigerian Used,480001,2200,Petrol,Automatic,"?840,000.00"
TOYOTA,2004,Foreign Used,210375,2000,Diesel,Manual,"?2,025,000.00"
HYUNDAI,2015,Foreign Used,199762,3800,Petrol,Automatic,"?12,937,500.00"
TOYOTA,2000,Nigerian Used,511509,3000,Petrol,Automatic,"?892,500.00"
TOYOTA,1996,Nigerian Used,344883,2200,Petrol,Automatic,"?936,000.00"
HONDA,2012,Nigerian Used,106612,2000,Petrol,Automatic,"?1,800,000.00"
NISSAN,2001,Nigerian Used,81061,1400,Petrol,Automatic,"?840,000.00"
HONDA,2003,Nigerian Used,98733,3000,Petrol,Automatic,"?787,500.00"
TOYOTA,2005,Nigerian Used,230063,1800,Petrol,Automatic,"?1,800,000.00"
NISSAN,2007,Nigerian Used,293534,2000,Petrol,Automatic,"?945,000.00"
TOYOTA,2000,Nigerian Used,143536,2000,Petrol,Automatic,"?945,000.00"
TOYOTA,2014,Foreign Used,164891,2400,Petrol,Automatic,"?6,075,000.00"
NISSAN,2007,Nigerian Used,148749,3500,Petrol,CVT,"?840,000.00"
ACURA,2009,Nigerian Used,221298,3500,Petrol,Automatic,"?3,375,000.00"
HYUNDAI,2015,Nigerian Used,132764,1800,Petrol,Manual,"?630,000.00"
HONDA,2010,Nigerian Used,115229,3500,Petrol,Automatic,"?3,375,000.00"
ACURA,2005,Nigerian Used,122273,3500,Petrol,Automatic,"?2,250,000.00"
ACURA,2003,Nigerian Used,1,3200,Petrol,Automatic,"?735,000.00"
TOYOTA,2000,Nigerian Used,143536,2000,Petrol,Automatic,"?945,000.00"
TOYOTA,2004,Foreign Used,210375,2000,Diesel,Manual,"?2,025,000.00"
HYUNDAI,2015,Foreign Used,199762,3800,Petrol,Automatic,"?12,937,500.00"
HONDA,2012,Nigerian Used,106612,2000,Petrol,Automatic,"?1,800,000.00"
MERCEDES-BENZ,1999,Nigerian Used,217374,2400,Petrol,Automatic,"?892,500.00"
NISSAN,2001,Nigerian Used,140344,1000,Petrol,Manual,"?682,500.00"
TOYOTA,2005,Nigerian Used,230063,1800,Petrol,Automatic,"?1,800,000.00"
TOYOTA,2014,Foreign Used,164891,2400,Petrol,Automatic,"?6,075,000.00"
MERCEDES-BENZ,1995,Nigerian Used,158206,1800,Petrol,Automatic,"?945,000.00"
ACURA,2009,Nigerian Used,221298,3500,Petrol,Automatic,"?3,375,000.00"
TOYOTA,2002,Nigerian Used,191872,1800,Petrol,Manual,"?945,000.00"
HYUNDAI,2004,Nigerian Used,92477,2000,Petrol,Automatic,"?997,500.00"
HONDA,2010,Nigerian Used,115229,3500,Petrol,Automatic,"?3,375,000.00"
HONDA,1996,Nigerian Used,234412,22000,Petrol,Automatic,"?735,000.00"
VOLKSWAGEN,2012,Nigerian Used,135300,2000,Petrol,Automatic,"?5,625,000.00"
TOYOTA,2013,Foreign Used,118069,3500,Petrol,Automatic,"?9,360,000.00"
NISSAN,2000,Nigerian Used,175361,3300,Petrol,Automatic,"?945,000.00"
HONDA,2004,Nigerian Used,224506,3000,Petrol,Automatic,"?1,012,500.00"
MERCEDES-BENZ,1999,Nigerian Used,217374,2400,Petrol,Automatic,"?892,500.00"
FORD,2012,Nigerian Used,1,1600,Petrol,Manual,"?840,000.00"
NISSAN,2005,Nigerian Used,136348,4000,Petrol,Automatic,"?1,631,250.00"
TOYOTA,2013,Foreign Used,94162,3500,Petrol,Automatic,"?8,400,000.00"
TOYOTA,2000,Nigerian Used,280881,1800,Petrol,Automatic,"?840,000.00"
MERCEDES-BENZ,1995,Nigerian Used,158206,1800,Petrol,Automatic,"?945,000.00"
ACURA,2003,Nigerian Used,1,3200,Petrol,Automatic,"?735,000.00"
HONDA,2017,Foreign Used,82530,2400,Petrol,Automatic,"?8,775,000.00"
FORD,2008,Foreign Used,311820,3500,Petrol,Automatic,"?3,712,500.00"
MERCEDES-BENZ,2000,Nigerian Used,1609338,2000,Petrol,Automatic,"?895,000.00"
TOYOTA,2013,Foreign Used,94162,3500,Petrol,Automatic,"?8,400,000.00"
VOLKSWAGEN,2012,Nigerian Used,135300,2000,Petrol,Automatic,"?5,625,000.00"
HONDA,1999,Nigerian Used,143938,2300,Petrol,Automatic,"?988,000.00"
TOYOTA,2003,Nigerian Used,300839,2500,Petrol,Manual,"?935,000.00"
TOYOTA,2000,Nigerian Used,287619,1800,Petrol,Automatic,"?840,000.00"
HONDA,2004,Nigerian Used,224506,3000,Petrol,Automatic,"?1,012,500.00"
NISSAN,2005,Nigerian Used,136348,4000,Petrol,Automatic,"?1,631,250.00"
FORD,2007,Foreign Used,351352,2000,Petrol,Manual,"?1,470,000.00"
PEUGEOT,2011,Nigerian Used,676265,2000,Petrol,Automatic,"?1,575,000.00"
TOYOTA,2004,Nigerian Used,242471,1300,Petrol,Manual,"?840,000.00"
VOLKSWAGEN,2018,Foreign Used,72831,2000,Petrol,Automatic,"?27,300,000.00"
HONDA,2017,Foreign Used,82530,2400,Petrol,Automatic,"?8,775,000.00"
MERCEDES-BENZ,2007,Nigerian Used,145348,4800,Petrol,Automatic,"?2,467,500.00"
TOYOTA,2005,Nigerian Used,217768,1800,Petrol,Manual,"?2,250,000.00"
TOYOTA,1999,Nigerian Used,225340,2200,Petrol,Automatic,"?945,000.00"
KIA,2014,Nigerian Used,63697,1200,Petrol,Manual,"?2,700,000.00"
MERCEDES-BENZ,2007,Foreign Used,145683,4700,Petrol,Automatic,"?5,625,000.00"
HONDA,2007,Foreign Used,197073,35,Petrol,CVT,"?3,150,000.00"
TOYOTA,2014,Nigerian Used,189998,2500,Petrol,Automatic,"?5,062,500.00"
TOYOTA,2001,Nigerian Used,200459,3000,Petrol,Automatic,"?945,000.00"
TOYOTA,2000,Nigerian Used,79770,2200,Petrol,Automatic,"?682,500.00"
TOYOTA,2006,Foreign Used,142986,1800,Petrol,Automatic,"?4,050,000.00"
TOYOTA,2007,Nigerian Used,169577,3500,Petrol,Automatic,"?2,912,000.00"
MERCEDES-BENZ,2007,Nigerian Used,94605,3500,Petrol,Automatic,"?2,812,500.00"
HONDA,2007,Nigerian Used,119411,2200,Petrol,Automatic,"?1,350,000.00"
TOYOTA,2004,Nigerian Used,242471,1300,Petrol,Manual,"?840,000.00"
TOYOTA,2010,Foreign Used,165262,3500,Petrol,Automatic,"?9,000,000.00"
LEXUS,2007,Nigerian Used,50284,3000,Petrol,Automatic,"?3,952,000.00"
HONDA,2007,Foreign Used,197073,35,Petrol,CVT,"?3,150,000.00"
TOYOTA,2014,Nigerian Used,189998,2500,Petrol,Automatic,"?5,062,500.00"
TOYOTA,2006,Foreign Used,142986,1800,Petrol,Automatic,"?4,050,000.00"
MERCEDES-BENZ,2007,Nigerian Used,94605,3500,Petrol,Automatic,"?2,812,500.00"
TOYOTA,2014,Foreign Used,90144,2700,Petrol,Automatic,"?9,660,000.00"
TOYOTA,2012,Foreign Used,98739,3500,Petrol,Automatic,"?5,775,000.00"
HONDA,2007,Nigerian Used,119411,2200,Petrol,Automatic,"?1,350,000.00"
TOYOTA,2010,Foreign Used,165262,3500,Petrol,Automatic,"?9,000,000.00"
LEXUS,2007,Nigerian Used,50284,3000,Petrol,Automatic,"?3,952,000.00"
HYUNDAI,2014,Nigerian Used,99156,1100,Petrol,Manual,"?682,500.00"
TOYOTA,2007,Nigerian Used,169645,2400,Petrol,Automatic,"?2,912,000.00"
HYUNDAI,2014,Nigerian Used,100147,1100,Petrol,Manual,"?682,500.00"
NISSAN,1992,Nigerian Used,292054,1400,Petrol,Manual,"?525,000.00"
ACURA,2008,Nigerian Used,133729,3700,Petrol,Automatic,"?5,400,000.00"
TOYOTA,2004,Foreign Used,120656,3300,Petrol,Automatic,"?3,990,000.00"
VOLKSWAGEN,2018,Foreign Used,72831,2000,Petrol,Automatic,"?27,300,000.00"
HONDA,2013,Foreign Used,166569,2400,Petrol,Automatic,"?6,240,000.00"
DODGE,2007,Nigerian Used,230938,2000,Petrol,Automatic,"?1,687,500.00"
TOYOTA,2003,Nigerian Used,342160,3000,Petrol,Automatic,"?2,812,500.00"
TOYOTA,2004,Nigerian Used,215732,3300,Petrol,Automatic,"?3,375,000.00"
TOYOTA,2010,Foreign Used,195015,1800,Petrol,Automatic,"?4,162,500.00"
TOYOTA,2008,Foreign Used,107241,3500,Petrol,Automatic,"?5,850,000.00"
